tenure_months,monthly_charges,total_charges,num_products,has_internet,has_phone,contract_type,payment_method,support_calls,late_payments,avg_monthly_spend,charges_per_product,customer_value,service_usage_score,churn
54,103.55,5677.71,1,1,0,Two Year,Mailed check,1,1,105.14,103.55,5677.71,2,0
55,57.04,2902.57,3,0,1,Month-to-Month,Credit card,0,0,52.77,19.013333333333332,8707.710000000001,4,1
24,57.48,1306.37,2,1,1,Month-to-Month,Electronic check,0,0,54.43,28.74,2612.74,4,0
22,67.4,1435.68,2,1,1,Month-to-Month,Mailed check,2,0,65.26,33.7,2871.36,4,0
69,64.41,4173.62,1,0,1,Two Year,Bank transfer,8,0,60.49,64.41,4173.62,2,0
56,119.49,6223.22,1,1,1,Month-to-Month,Bank transfer,2,0,111.13,119.49,6223.22,3,0
33,74.54,2242.47,4,1,1,One Year,Credit card,4,1,67.95,18.635,8969.88,6,0
36,28.82,1114.94,3,1,0,One Year,Bank transfer,2,0,30.97,9.606666666666667,3344.82,4,0
20,80.69,1545.68,3,0,1,One Year,Bank transfer,2,1,77.28,26.896666666666665,4637.04,4,0
62,35.16,2088.5,1,1,1,Month-to-Month,Mailed check,3,0,33.69,35.16,2088.5,3,1
26,23.09,565.07,4,1,0,Month-to-Month,Bank transfer,3,1,21.73,5.7725,2260.28,5,1
66,117.07,7688.6,4,1,1,Month-to-Month,Bank transfer,2,1,116.49,29.2675,30754.4,6,0
40,97.35,3905.09,2,1,0,One Year,Bank transfer,3,1,97.63,48.675,7810.18,3,0
17,118.01,1889.12,2,0,1,One Year,Bank transfer,1,0,111.12,59.005,3778.24,3,0
1,67.79,69.26,4,0,0,One Year,Mailed check,6,2,69.26,16.9475,277.04,4,0
61,73.23,4666.26,2,0,0,One Year,Bank transfer,2,0,76.5,36.615,9332.52,2,0
43,36.83,1543.73,1,1,0,Month-to-Month,Credit card,4,1,35.9,36.83,1543.73,2,1
42,44.69,1909.06,4,0,1,Two Year,Electronic check,3,0,45.45,11.1725,7636.24,5,0
25,103.85,2597.45,2,0,0,One Year,Credit card,1,0,103.9,51.925,5194.9,2,0
39,55.62,2037.1,3,1,1,Month-to-Month,Electronic check,1,1,52.23,18.54,6111.299999999999,5,0
35,102.68,3759.12,4,0,0,Month-to-Month,Credit card,0,1,107.4,25.67,15036.48,4,0
3,90.9,289.14,4,0,1,Two Year,Electronic check,0,1,96.38,22.725,1156.56,5,0
44,37.72,1709.07,3,1,0,Two Year,Electronic check,3,0,38.84,12.573333333333332,5127.21,4,0
51,70.74,3480.67,1,0,1,Month-to-Month,Electronic check,2,1,68.25,70.74,3480.67,2,1
12,87.74,1142.75,3,1,1,One Year,Electronic check,4,0,95.23,29.246666666666666,3428.25,5,1
19,43.5,819.12,4,1,0,Month-to-Month,Mailed check,5,0,43.11,10.875,3276.48,5,1
44,103.07,4322.73,1,1,1,Month-to-Month,Credit card,2,0,98.24,103.07,4322.73,3,1
59,74.48,4313.67,2,1,1,One Year,Electronic check,0,1,73.11,37.24,8627.34,4,0
49,36.52,1858.22,2,1,1,One Year,Credit card,8,1,37.92,18.26,3716.44,4,0
61,78.3,5106.75,2,1,1,One Year,Bank transfer,8,1,83.72,39.15,10213.5,4,0
17,119.97,1980.99,4,1,1,Month-to-Month,Electronic check,4,2,116.53,29.9925,7923.96,6,1
57,35.05,1891.01,3,1,1,Month-to-Month,Credit card,0,0,33.18,11.683333333333332,5673.03,5,0
55,101.68,5733.88,1,1,1,Month-to-Month,Mailed check,2,0,104.25,101.68,5733.88,3,1
47,40.73,2075.58,2,1,1,Month-to-Month,Credit card,1,2,44.16,20.365,4151.16,4,0
12,98.24,1104.21,1,1,1,Month-to-Month,Electronic check,0,1,92.02,98.24,1104.21,3,1
62,93.46,6145.69,4,0,1,Month-to-Month,Bank transfer,1,0,99.12,23.365,24582.76,5,0
8,50.05,398.53,2,0,1,Month-to-Month,Credit card,2,1,49.82,25.025,797.06,3,1
21,52.58,1170.32,4,0,1,Month-to-Month,Bank transfer,2,0,55.73,13.145,4681.28,5,1
70,99.25,6955.2,3,1,1,One Year,Mailed check,1,1,99.36,33.083333333333336,20865.6,5,0
25,66.14,1612.93,4,1,0,Month-to-Month,Credit card,0,0,64.52,16.535,6451.72,5,1
12,93.08,1160.91,4,1,1,Month-to-Month,Credit card,0,1,96.74,23.27,4643.64,6,0
15,34.8,563.83,3,1,1,One Year,Mailed check,4,0,37.59,11.6,1691.4900000000002,5,0
59,105.26,5987.08,1,1,1,Month-to-Month,Mailed check,1,1,101.48,105.26,5987.08,3,1
26,91.09,2349.75,3,0,0,One Year,Mailed check,1,0,90.38,30.363333333333333,7049.25,3,0
26,110.69,2722.19,3,0,1,Month-to-Month,Electronic check,2,0,104.7,36.89666666666667,8166.57,4,1
47,33.24,1463.36,4,1,1,Month-to-Month,Electronic check,1,1,31.14,8.31,5853.44,6,1
32,79.3,2678.63,1,1,1,Month-to-Month,Credit card,2,0,83.71,79.3,2678.63,3,1
10,79.91,751.26,2,1,1,Month-to-Month,Credit card,1,0,75.13,39.955,1502.52,4,0
16,55.35,937.55,3,1,1,One Year,Credit card,2,0,58.6,18.45,2812.6499999999996,5,0
71,65.85,4609.16,1,0,0,Two Year,Bank transfer,4,0,64.92,65.85,4609.16,1,0
17,23.8,444.66,3,1,0,Month-to-Month,Mailed check,3,0,26.16,7.933333333333334,1333.98,4,0
23,94.59,2043.88,3,1,1,Month-to-Month,Credit card,1,1,88.86,31.53,6131.64,5,1
26,74.93,1789.59,3,0,0,One Year,Mailed check,2,1,68.83,24.97666666666667,5368.7699999999995,3,0
7,25.77,165.07,3,1,1,Month-to-Month,Electronic check,2,0,23.58,8.59,495.21,5,0
14,88.08,1315.84,4,1,1,Two Year,Mailed check,0,0,93.99,22.02,5263.36,6,0
7,66.68,460.95,1,1,1,Month-to-Month,Bank transfer,5,0,65.85,66.68,460.95,3,0
9,23.45,190.08,1,1,0,Two Year,Bank transfer,3,0,21.12,23.45,190.08,2,0
48,116.96,6034.88,1,1,1,Month-to-Month,Mailed check,3,1,125.73,116.96,6034.88,3,1
59,114.91,7290.77,3,0,1,Month-to-Month,Bank transfer,4,0,123.57,38.303333333333335,21872.31,4,1
39,71.29,2950.7,4,1,1,Two Year,Bank transfer,5,0,75.66,17.8225,11802.8,6,0
18,29.37,502.05,3,1,0,One Year,Electronic check,1,0,27.89,9.790000000000001,1506.15,4,0
59,95.46,5488.81,3,0,1,Month-to-Month,Credit card,2,1,93.03,31.819999999999997,16466.43,4,0
17,69.19,1233.85,1,0,1,One Year,Bank transfer,2,1,72.58,69.19,1233.85,2,0
14,50.24,701.86,3,1,1,One Year,Credit card,1,1,50.13,16.746666666666666,2105.58,5,0
31,69.14,1994.95,2,1,1,Month-to-Month,Mailed check,4,1,64.35,34.57,3989.9,4,0
24,72.24,1644.57,3,0,1,One Year,Mailed check,0,0,68.52,24.08,4933.71,4,0
60,76.27,5008.73,2,1,1,Month-to-Month,Bank transfer,5,0,83.48,38.135,10017.46,4,0
45,64.12,2684.01,3,1,1,Two Year,Mailed check,0,0,59.64,21.373333333333335,8052.030000000001,5,0
3,80.58,252.67,4,0,1,Two Year,Electronic check,1,0,84.22,20.145,1010.68,5,0
37,111.87,4120.99,4,0,1,Month-to-Month,Bank transfer,2,0,111.38,27.9675,16483.96,5,0
43,56.23,2538.11,1,1,0,Month-to-Month,Bank transfer,1,0,59.03,56.23,2538.11,2,0
40,92.57,3822.11,3,0,0,Month-to-Month,Bank transfer,0,0,95.55,30.856666666666666,11466.33,3,0
55,109.45,5946.51,2,1,0,Month-to-Month,Mailed check,0,1,108.12,54.725,11893.02,3,1
39,65.6,2483.65,2,0,0,Two Year,Mailed check,0,0,63.68,32.8,4967.3,2,0
15,64.35,1014.35,3,1,1,Month-to-Month,Bank transfer,1,4,67.62,21.45,3043.05,5,1
4,80.21,309.49,2,1,1,Month-to-Month,Credit card,3,1,77.37,40.105,618.98,4,0
25,79.14,2092.37,4,1,1,Two Year,Mailed check,5,0,83.69,19.785,8369.48,6,0
13,100.66,1355.65,2,1,1,Two Year,Mailed check,1,1,104.28,50.33,2711.3,4,0
33,67.65,2267.13,1,1,0,Month-to-Month,Bank transfer,0,0,68.7,67.65,2267.13,2,0
16,119.61,1863.54,4,1,1,One Year,Credit card,0,0,116.47,29.9025,7454.16,6,0
42,25.95,1025.61,4,1,0,One Year,Bank transfer,3,0,24.42,6.4875,4102.44,5,0
66,20.32,1397.56,4,0,1,Two Year,Mailed check,3,0,21.18,5.08,5590.24,5,0
55,84.02,4243.42,3,1,1,One Year,Bank transfer,3,0,77.15,28.006666666666664,12730.26,5,0
42,49.84,2290.28,3,0,1,One Year,Bank transfer,1,0,54.53,16.613333333333333,6870.84,4,0
34,44.04,1640.73,4,1,1,Month-to-Month,Bank transfer,0,0,48.26,11.01,6562.92,6,1
30,51.19,1422.13,3,1,1,Month-to-Month,Credit card,1,0,47.4,17.063333333333333,4266.39,5,0
13,45.6,545.84,2,1,1,One Year,Bank transfer,6,0,41.99,22.8,1091.68,4,0
13,23.08,294.8,3,0,0,Two Year,Mailed check,2,1,22.68,7.6933333333333325,884.4000000000001,3,0
18,117.15,2304.25,3,1,1,Two Year,Bank transfer,3,1,128.01,39.050000000000004,6912.75,5,0
32,42.07,1319.4,4,1,1,Two Year,Credit card,1,0,41.23,10.5175,5277.6,6,0
39,93.4,3543.38,1,1,0,Month-to-Month,Electronic check,2,0,90.86,93.4,3543.38,2,1
46,96.26,4608.25,1,1,1,One Year,Credit card,0,0,100.18,96.26,4608.25,3,0
29,112.93,3064.54,1,0,1,Two Year,Bank transfer,5,0,105.67,112.93,3064.54,2,1
62,23.05,1390.04,2,1,1,One Year,Electronic check,1,0,22.42,11.525,2780.08,4,0
62,107.2,6368.99,3,1,1,Month-to-Month,Bank transfer,3,0,102.73,35.733333333333334,19106.97,5,1
57,72.72,4229.21,1,1,1,Month-to-Month,Credit card,2,0,74.2,72.72,4229.21,3,0
16,83.25,1242.16,4,1,1,Two Year,Electronic check,2,2,77.64,20.8125,4968.64,6,0
56,84.45,4775.26,1,0,1,Month-to-Month,Electronic check,1,1,85.27,84.45,4775.26,2,0
10,101.98,1092.73,1,0,1,Two Year,Bank transfer,2,0,109.27,101.98,1092.73,2,0
30,53.34,1604.74,3,1,1,Month-to-Month,Bank transfer,0,2,53.49,17.78,4814.22,5,1
25,93.31,2418.36,3,0,1,One Year,Credit card,2,1,96.73,31.103333333333335,7255.08,4,0
5,72.86,333.35,3,1,1,One Year,Bank transfer,1,0,66.67,24.286666666666665,1000.0500000000001,5,0
65,99.34,6391.24,2,1,1,One Year,Electronic check,0,0,98.33,49.67,12782.48,4,0
49,119.05,5360.82,2,0,1,Month-to-Month,Mailed check,6,2,109.4,59.525,10721.64,3,1
3,40.07,122.6,1,1,1,Two Year,Mailed check,2,0,40.87,40.07,122.6,3,0
45,119.46,5140.3,3,0,1,One Year,Credit card,4,1,114.23,39.82,15420.900000000001,4,1
14,28.98,388.46,1,1,1,Month-to-Month,Bank transfer,0,1,27.75,28.98,388.46,3,0
30,20.23,555.53,4,0,0,One Year,Credit card,1,0,18.52,5.0575,2222.12,4,1
68,24.42,1597.54,4,0,1,Month-to-Month,Mailed check,1,0,23.49,6.105,6390.16,5,0
18,54.18,976.54,3,1,1,Month-to-Month,Mailed check,2,0,54.25,18.06,2929.62,5,0
62,83.29,5251.42,3,1,0,Month-to-Month,Bank transfer,1,0,84.7,27.763333333333335,15754.26,4,0
37,26.9,909.04,4,1,0,Two Year,Electronic check,1,0,24.57,6.725,3636.16,5,0
25,20.57,529.83,3,1,1,Month-to-Month,Bank transfer,1,1,21.19,6.8566666666666665,1589.4900000000002,5,0
48,113.71,5445.94,2,1,0,One Year,Mailed check,2,1,113.46,56.855,10891.88,3,0
65,102.19,6691.38,2,1,1,Month-to-Month,Electronic check,3,0,102.94,51.095,13382.76,4,1
53,100.92,5704.77,3,1,1,Month-to-Month,Credit card,3,0,107.64,33.64,17114.31,5,0
15,108.44,1575.27,4,1,1,Two Year,Mailed check,0,0,105.02,27.11,6301.08,6,0
49,90.0,4122.51,1,1,1,One Year,Credit card,7,2,84.13,90.0,4122.51,3,0
68,30.44,2091.37,3,1,1,Two Year,Electronic check,2,1,30.76,10.146666666666667,6274.11,5,0
12,59.91,782.91,3,1,1,Month-to-Month,Credit card,2,0,65.24,19.97,2348.73,5,1
59,92.31,5465.75,1,1,1,Month-to-Month,Mailed check,2,0,92.64,92.31,5465.75,3,0
37,48.03,1895.08,3,1,1,Two Year,Bank transfer,2,1,51.22,16.01,5685.24,5,0
61,88.74,5691.41,1,1,1,One Year,Credit card,0,1,93.3,88.74,5691.41,3,0
43,22.45,968.89,4,1,1,Month-to-Month,Mailed check,3,0,22.53,5.6125,3875.56,6,0
70,50.61,3647.25,2,0,0,Month-to-Month,Mailed check,0,1,52.1,25.305,7294.5,2,0
39,74.91,2866.96,4,1,1,Two Year,Electronic check,1,2,73.51,18.7275,11467.84,6,0
56,83.21,4688.3,2,0,0,Month-to-Month,Mailed check,4,0,83.72,41.605,9376.6,2,0
63,77.7,4902.23,1,1,1,One Year,Bank transfer,2,0,77.81,77.7,4902.23,3,0
46,89.78,4302.6,2,0,0,Month-to-Month,Bank transfer,3,1,93.53,44.89,8605.2,2,1
11,20.61,222.63,4,1,1,Month-to-Month,Credit card,3,0,20.24,5.1525,890.52,6,0
62,30.09,1716.25,2,0,1,Two Year,Credit card,3,0,27.68,15.045,3432.5,3,0
25,106.89,2826.55,1,0,0,Month-to-Month,Credit card,1,0,113.06,106.89,2826.55,1,1
71,88.17,6491.51,2,1,1,Month-to-Month,Credit card,1,0,91.43,44.085,12983.02,4,1
52,31.29,1773.56,3,1,1,Two Year,Bank transfer,2,0,34.11,10.43,5320.68,5,0
4,104.21,410.9,4,0,1,Month-to-Month,Electronic check,1,0,102.72,26.0525,1643.6,5,0
59,44.22,2388.89,3,1,1,Month-to-Month,Credit card,2,0,40.49,14.74,7166.67,5,0
20,67.83,1253.94,1,1,1,One Year,Electronic check,4,0,62.7,67.83,1253.94,3,0
63,34.52,2293.64,2,0,1,Month-to-Month,Mailed check,5,1,36.41,17.26,4587.28,3,1
54,91.01,4489.69,3,0,1,Month-to-Month,Mailed check,1,0,83.14,30.33666666666667,13469.07,4,1
57,86.69,5344.37,3,1,1,Month-to-Month,Credit card,3,0,93.76,28.896666666666665,16033.11,5,0
41,41.11,1611.9,2,1,0,One Year,Mailed check,1,0,39.31,20.555,3223.8,3,0
3,106.34,344.47,2,0,1,One Year,Electronic check,2,0,114.82,53.17,688.94,3,0
6,60.13,380.52,4,1,1,One Year,Electronic check,4,2,63.42,15.0325,1522.08,6,0
5,49.25,264.53,3,1,0,Month-to-Month,Mailed check,2,0,52.91,16.416666666666668,793.5899999999999,4,0
5,35.23,166.08,3,1,1,One Year,Credit card,1,0,33.22,11.743333333333332,498.24,5,0
54,46.62,2565.66,1,1,1,Two Year,Electronic check,3,0,47.51,46.62,2565.66,3,0
47,22.2,958.59,4,1,1,Month-to-Month,Electronic check,3,0,20.4,5.55,3834.36,6,0
49,78.33,3609.63,1,1,0,One Year,Bank transfer,3,0,73.67,78.33,3609.63,2,0
9,104.22,902.32,3,1,1,One Year,Credit card,4,0,100.26,34.74,2706.96,5,1
20,74.9,1570.15,1,1,1,Two Year,Bank transfer,2,0,78.51,74.9,1570.15,3,0
61,41.93,2314.6,3,1,1,Two Year,Mailed check,3,0,37.94,13.976666666666667,6943.799999999999,5,0
35,23.37,883.9,3,1,1,Month-to-Month,Mailed check,1,0,25.25,7.79,2651.7,5,0
50,41.46,1895.06,1,0,1,Month-to-Month,Bank transfer,1,2,37.9,41.46,1895.06,2,1
62,61.61,3725.46,1,1,1,Month-to-Month,Credit card,1,0,60.09,61.61,3725.46,3,0
17,95.96,1494.64,2,1,1,Month-to-Month,Electronic check,1,0,87.92,47.98,2989.28,4,1
3,38.78,122.6,2,1,1,Month-to-Month,Mailed check,3,1,40.87,19.39,245.2,4,1
32,91.98,2732.21,2,1,1,Two Year,Credit card,4,1,85.38,45.99,5464.42,4,0
13,106.69,1493.7,3,1,1,Month-to-Month,Credit card,2,1,114.9,35.56333333333333,4481.1,5,0
68,65.39,4473.4,1,0,1,Month-to-Month,Mailed check,2,0,65.79,65.39,4473.4,2,0
14,102.14,1558.22,4,1,0,One Year,Mailed check,4,0,111.3,25.535,6232.88,5,0
11,75.47,795.36,3,1,0,Month-to-Month,Credit card,2,0,72.31,25.156666666666666,2386.08,4,1
56,83.71,4644.93,4,0,1,Two Year,Electronic check,2,1,82.95,20.9275,18579.72,5,0
67,72.63,5055.26,1,0,1,Two Year,Bank transfer,2,0,75.45,72.63,5055.26,2,0
29,66.32,2050.95,3,1,1,Month-to-Month,Mailed check,1,1,70.72,22.106666666666666,6152.849999999999,5,0
9,43.47,385.08,4,0,1,Month-to-Month,Bank transfer,5,1,42.79,10.8675,1540.32,5,0
67,50.32,3636.05,4,0,0,Month-to-Month,Credit card,5,1,54.27,12.58,14544.2,4,0
25,49.0,1131.41,2,1,1,One Year,Bank transfer,0,0,45.26,24.5,2262.82,4,0
42,76.33,3339.66,2,1,1,Month-to-Month,Electronic check,0,0,79.52,38.165,6679.32,4,1
9,32.0,279.26,2,1,1,One Year,Credit card,2,0,31.03,16.0,558.52,4,0
40,111.68,4111.02,3,1,1,Two Year,Electronic check,1,0,102.78,37.22666666666667,12333.060000000001,5,0
25,92.07,2249.58,1,0,1,Month-to-Month,Credit card,2,0,89.98,92.07,2249.58,2,0
5,60.14,323.57,1,1,1,Two Year,Electronic check,1,7,64.71,60.14,323.57,3,0
11,35.86,432.37,2,1,1,Month-to-Month,Credit card,3,2,39.31,17.93,864.74,4,0
59,108.2,6246.93,2,1,1,Two Year,Electronic check,2,0,105.88,54.1,12493.86,4,0
38,102.38,4191.11,2,1,1,Month-to-Month,Credit card,0,0,110.29,51.19,8382.22,4,1
5,92.17,461.74,4,1,0,One Year,Electronic check,2,2,92.35,23.0425,1846.96,5,1
48,47.15,2361.43,2,1,0,Month-to-Month,Credit card,2,0,49.2,23.575,4722.86,3,0
18,60.24,985.73,4,1,0,Two Year,Electronic check,0,0,54.76,15.06,3942.92,5,0
70,30.27,2143.19,1,1,1,Month-to-Month,Mailed check,0,0,30.62,30.27,2143.19,3,1
37,38.9,1315.57,3,1,1,Month-to-Month,Bank transfer,0,0,35.56,12.966666666666667,3946.71,5,1
60,98.3,5625.06,3,1,1,One Year,Credit card,5,1,93.75,32.766666666666666,16875.18,5,0
48,91.5,4450.69,3,1,1,Month-to-Month,Electronic check,3,1,92.72,30.5,13352.07,5,0
28,79.35,2358.29,3,1,1,One Year,Mailed check,2,1,84.22,26.45,7074.87,5,0
69,109.57,7652.41,4,1,1,Two Year,Credit card,2,0,110.9,27.3925,30609.64,6,0
40,78.33,3406.54,4,1,1,Month-to-Month,Credit card,1,0,85.16,19.5825,13626.16,6,0
45,66.7,3187.79,2,1,1,Month-to-Month,Credit card,3,1,70.84,33.35,6375.58,4,0
62,54.04,3120.13,4,1,1,Month-to-Month,Bank transfer,1,1,50.32,13.51,12480.52,6,0
58,114.04,6467.43,2,1,1,One Year,Electronic check,2,0,111.51,57.02,12934.86,4,0
67,28.27,1957.92,2,1,1,Month-to-Month,Electronic check,0,0,29.22,14.135,3915.84,4,0
56,113.09,6888.33,3,1,1,Month-to-Month,Credit card,2,1,123.01,37.696666666666665,20664.989999999998,5,1
40,102.67,4507.39,4,1,1,Month-to-Month,Credit card,4,0,112.68,25.6675,18029.56,6,0
40,32.99,1389.06,4,1,1,Month-to-Month,Credit card,3,0,34.73,8.2475,5556.24,6,1
33,76.5,2561.75,2,1,1,Two Year,Mailed check,1,2,77.63,38.25,5123.5,4,0
6,106.65,672.74,2,1,0,Month-to-Month,Credit card,1,1,112.12,53.325,1345.48,3,0
19,77.18,1399.91,1,1,1,One Year,Bank transfer,1,0,73.68,77.18,1399.91,3,1
40,110.72,4237.12,1,0,1,One Year,Electronic check,1,0,105.93,110.72,4237.12,2,0
59,114.3,6951.88,2,1,0,One Year,Bank transfer,1,0,117.83,57.15,13903.76,3,0
59,62.24,3945.25,1,1,1,Month-to-Month,Credit card,2,0,66.87,62.24,3945.25,3,1
48,57.73,3031.41,1,1,1,One Year,Mailed check,1,1,63.15,57.73,3031.41,3,0
41,113.63,4510.99,2,1,1,Two Year,Credit card,2,0,110.02,56.815,9021.98,4,0
13,87.51,1205.1,2,1,1,Month-to-Month,Credit card,2,0,92.7,43.755,2410.2,4,0
45,31.6,1521.98,4,1,1,Month-to-Month,Credit card,2,0,33.82,7.9,6087.92,6,0
53,24.23,1315.83,2,1,1,Month-to-Month,Credit card,1,1,24.83,12.115,2631.66,4,0
42,76.46,3113.43,2,1,0,Month-to-Month,Credit card,2,0,74.13,38.23,6226.86,3,1
63,113.02,7289.85,3,1,0,Month-to-Month,Electronic check,0,1,115.71,37.67333333333333,21869.550000000003,4,1
27,104.42,2866.96,4,0,0,One Year,Bank transfer,0,1,106.18,26.105,11467.84,4,0
38,87.58,3398.94,4,1,1,Month-to-Month,Mailed check,2,2,89.45,21.895,13595.76,6,1
60,33.91,2083.13,4,1,1,Month-to-Month,Credit card,1,1,34.72,8.4775,8332.52,6,0
7,45.42,340.01,3,1,1,One Year,Mailed check,1,1,48.57,15.14,1020.03,5,0
5,107.55,502.27,2,1,1,Month-to-Month,Electronic check,7,1,100.45,53.775,1004.54,4,1
45,38.28,1676.88,4,1,1,One Year,Bank transfer,0,2,37.26,9.57,6707.52,6,0
58,47.84,2822.45,4,0,1,Month-to-Month,Credit card,0,0,48.66,11.96,11289.8,5,1
31,32.96,977.48,1,1,1,Two Year,Electronic check,3,0,31.53,32.96,977.48,3,0
23,87.61,2207.73,4,0,1,Month-to-Month,Electronic check,1,0,95.99,21.9025,8830.92,5,0
42,114.4,4577.2,2,1,1,One Year,Bank transfer,1,0,108.98,57.2,9154.4,4,0
10,46.9,466.15,2,1,1,Two Year,Credit card,0,0,46.61,23.45,932.3,4,0
32,67.54,2324.4,1,1,1,Month-to-Month,Bank transfer,7,0,72.64,67.54,2324.4,3,1
53,83.43,4050.42,4,1,1,Month-to-Month,Bank transfer,3,0,76.42,20.8575,16201.68,6,0
30,119.95,3829.3,4,0,0,One Year,Mailed check,2,0,127.64,29.9875,15317.2,4,1
39,30.48,1205.6,4,0,1,Month-to-Month,Mailed check,2,0,30.91,7.62,4822.4,5,0
31,69.86,1962.87,3,1,1,Two Year,Bank transfer,1,0,63.32,23.286666666666665,5888.61,5,0
2,58.51,126.45,4,0,1,Two Year,Mailed check,3,0,63.22,14.6275,505.8,5,0
12,106.58,1161.09,2,1,1,Month-to-Month,Electronic check,1,1,96.76,53.29,2322.18,4,0
39,67.6,2644.42,2,0,1,Month-to-Month,Bank transfer,2,0,67.81,33.8,5288.84,3,0
66,31.1,1867.47,3,1,1,Month-to-Month,Credit card,1,0,28.3,10.366666666666667,5602.41,5,0
13,83.44,991.69,3,1,1,Month-to-Month,Credit card,1,0,76.28,27.813333333333333,2975.07,5,1
46,97.08,4811.51,4,0,1,One Year,Electronic check,0,1,104.6,24.27,19246.04,5,0
27,20.29,576.96,1,1,1,One Year,Credit card,3,0,21.37,20.29,576.96,3,0
17,105.9,1691.18,3,1,1,Month-to-Month,Credit card,3,2,99.48,35.300000000000004,5073.54,5,1
60,38.6,2371.8,3,0,1,Month-to-Month,Bank transfer,2,0,39.53,12.866666666666667,7115.400000000001,4,0
64,75.21,5097.12,4,1,1,Month-to-Month,Electronic check,2,0,79.64,18.8025,20388.48,6,0
35,61.58,2323.24,4,1,0,Month-to-Month,Bank transfer,1,0,66.38,15.395,9292.96,5,0
70,91.97,6397.09,3,1,1,Two Year,Electronic check,3,0,91.39,30.656666666666666,19191.27,5,0
30,57.12,1849.83,1,0,1,Month-to-Month,Bank transfer,1,1,61.66,57.12,1849.83,2,1
71,106.98,7607.51,3,1,1,Two Year,Bank transfer,1,1,107.15,35.660000000000004,22822.53,5,0
63,93.05,6082.83,4,0,1,One Year,Mailed check,3,0,96.55,23.2625,24331.32,5,0
28,84.77,2600.96,4,0,1,One Year,Credit card,3,1,92.89,21.1925,10403.84,5,0
60,99.62,5661.55,3,1,0,Month-to-Month,Electronic check,2,0,94.36,33.20666666666667,16984.65,4,1
37,95.4,3295.79,1,1,0,One Year,Credit card,2,0,89.08,95.4,3295.79,2,0
22,23.59,502.58,3,1,1,One Year,Mailed check,3,0,22.84,7.863333333333333,1507.74,5,0
68,59.47,3772.53,3,1,1,One Year,Electronic check,1,0,55.48,19.823333333333334,11317.59,5,0
20,113.08,2163.97,4,0,1,Month-to-Month,Mailed check,1,0,108.2,28.27,8655.88,5,1
68,32.57,2322.39,1,1,1,Month-to-Month,Credit card,1,0,34.15,32.57,2322.39,3,0
64,93.71,5970.48,2,0,1,One Year,Bank transfer,3,0,93.29,46.855,11940.96,3,0
17,117.46,1946.92,1,0,1,Month-to-Month,Mailed check,4,1,114.52,117.46,1946.92,2,1
12,25.22,294.69,3,1,1,Month-to-Month,Mailed check,5,0,24.56,8.406666666666666,884.0699999999999,5,1
22,88.22,1822.27,3,1,0,Two Year,Bank transfer,2,2,82.83,29.406666666666666,5466.8099999999995,4,1
17,66.82,1123.99,3,1,1,Month-to-Month,Credit card,2,0,66.12,22.27333333333333,3371.9700000000003,5,0
10,77.92,798.62,1,0,1,Month-to-Month,Mailed check,1,1,79.86,77.92,798.62,2,0
65,28.53,1720.62,4,1,0,Month-to-Month,Credit card,2,2,26.47,7.1325,6882.48,5,1
22,24.3,585.15,3,1,1,One Year,Bank transfer,5,0,26.6,8.1,1755.4499999999998,5,0
50,86.69,4285.33,3,0,1,Month-to-Month,Electronic check,3,1,85.71,28.896666666666665,12855.99,4,1
14,102.33,1560.97,1,1,1,One Year,Mailed check,2,0,111.5,102.33,1560.97,3,0
64,98.2,5825.58,2,0,1,Month-to-Month,Credit card,1,0,91.02,49.1,11651.16,3,0
47,74.38,3682.69,2,1,0,Month-to-Month,Bank transfer,5,1,78.36,37.19,7365.38,3,1
29,29.99,890.17,4,1,1,One Year,Bank transfer,2,2,30.7,7.4975,3560.68,6,0
36,88.8,3401.44,4,0,1,Month-to-Month,Mailed check,2,1,94.48,22.2,13605.76,5,0
52,44.19,2344.15,3,1,1,Two Year,Electronic check,1,1,45.08,14.729999999999999,7032.450000000001,5,0
7,111.11,849.77,1,1,0,Month-to-Month,Mailed check,1,0,121.4,111.11,849.77,2,0
29,103.83,3087.51,3,0,1,Month-to-Month,Credit card,0,1,106.47,34.61,9262.53,4,1
11,90.94,1057.28,4,1,1,Month-to-Month,Bank transfer,3,1,96.12,22.735,4229.12,6,1
33,114.88,4077.33,1,1,1,Month-to-Month,Electronic check,3,0,123.56,114.88,4077.33,3,0
6,23.14,144.8,1,0,1,Two Year,Credit card,1,0,24.13,23.14,144.8,2,0
32,93.62,3010.36,4,1,1,Two Year,Mailed check,2,1,94.07,23.405,12041.44,6,0
51,53.02,2581.16,2,1,1,Month-to-Month,Bank transfer,4,1,50.61,26.51,5162.32,4,1
58,110.61,6870.22,2,1,1,One Year,Mailed check,2,2,118.45,55.305,13740.44,4,0
26,46.67,1208.71,1,1,1,One Year,Electronic check,1,2,46.49,46.67,1208.71,3,0
46,92.49,4357.25,3,1,1,Month-to-Month,Electronic check,3,0,94.72,30.83,13071.75,5,0
29,107.76,2862.05,2,1,0,Month-to-Month,Electronic check,6,0,98.69,53.88,5724.1,3,1
4,24.17,96.63,3,1,0,Two Year,Electronic check,2,1,24.16,8.056666666666667,289.89,4,0
13,59.76,807.67,2,1,1,Two Year,Electronic check,0,0,62.13,29.88,1615.34,4,0
